"subject" "activityname" "featJerk" "featMag" "featDomain" "featinstrument" "featvariable" "featacceleration" "axis" "value"
15 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.287142369047619
16 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.270522171723404
17 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.27924726326087
18 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.272635229272727
19 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.270537895128205
20 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.291194639533333
21 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.239489644444444
22 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.279296452777778
23 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.287974557222222
24 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.283971758727273
25 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.282666867689655
26 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.2753394032
27 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.274386061818182
28 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.269928115
29 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.278450533541667
30 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.277558686580645
1 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.240531650962264
2 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.27791313125
3 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.278213966949153
4 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.278790125961538
5 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.255514094042553
6 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.271018459078431
7 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.277691861960784
8 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.257191191463415
9 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.285159296938776
10 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.274723777634043
11 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.259398382222222
12 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.277847573653846
13 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.274839457272727
14 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.273897921388889
15 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.2392104786875
16 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.290267538235294
17 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.27863590125
18 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.275494043448276
19 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.279627677
20 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.279169958039216
21 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.278947994276596
22 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.294536723095238
23 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.280865861627451
24 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.274152062915254
25 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.275606974307692
26 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.275664346727273
27 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.263828077372549
28 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.271669574705882
29 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.276589783877551
30 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.267921333793846
1 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.072844578674
2 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.06012457484375
3 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0726254186120968
4 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0615618721296296
5 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0536666138921154
6 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0746828105964912
7 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0741483436346154
8 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0917017383703704
9 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.105981621184
10 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0688257580568965
11 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0731803152280702
12 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0820222621333333
13 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0946488123145161
14 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0630123410588235
15 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0898082180583333
16 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0798631114871429
17 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0801423553
18 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0718990931523077
19 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0808734652429518
20 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0978969365176471
21 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0762035751253333
22 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0625252531958333
23 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0705019388847222
24 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0635731159027778
25 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0900741637547945
26 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0831018278552632
27 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0651228853662162
28 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.07603912746125
29 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0812711641594203
30 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.107676603028571
1 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0997141723680851
2 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0842511916521739
3 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0768001858471154
4 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.087569355424
5 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0557254581363636
6 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0758359159818182
7 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0981813584583333
8 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0788723675593478
9 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.073585191552
10 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0764614552037037
11 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0831808463660377
12 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0849316518431373
13 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0601793701367347
14 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0765509237592593
15 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0720114391186441
16 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0951002125797101
17 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.068366651109375
18 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0841548580666667
19 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0809360117205479
20 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0829238689248485
21 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0708932734705882
22 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0951709220806452
23 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0804845769117647
24 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0652455672529412
25 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0672306178184615
26 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0730923101333333
27 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0867768719285714
28 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0736612274722222
29 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0946966278333333
30 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.076869192483871
1 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0438709635660377
2 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0631780179203704
3 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0621001254590164
4 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0806015423375
5 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0757452124433929
6 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0752831962122807
7 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0850843558490566
8 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0565996036185185
9 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.08074807726
10 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0719681628181818
11 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.11373685506383
12 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0939691513098361
13 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0858205338368421
14 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0825485256
15 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0794929427962264
16 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0709453545615385
17 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0671608423717949
18 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0855256416164384
19 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0812711014520548
20 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.077272095890411
21 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0618615499011236
22 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0860873828730159
23 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0743819450147059
24 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0854070101753623
25 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0806036910945946
26 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0879483011486486
27 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.083234880656125
28 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0884021750632911
29 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0667224130769231
30 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0625821664442373
1 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0897452061778947
2 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0775215166610169
3 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0952661719684483
4 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0784145705
5 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0717594652678571
6 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0654528376368421
7 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.108461274729825
8 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0536119340416667
9 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0894111361557692
10 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0817654459056604
11 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0722570145542373
12 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.082531380728
13 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0785932343122807
14 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0838264376867797
15 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.108915523648148
16 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.103730010333333
17 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0684332316721312
18 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0888777483392857
19 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0803097596346154
20 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0608129937960784
21 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0662428650576923
22 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0762730690217391
23 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0796225038474576
24 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0660661409948276
25 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0719721578324324
26 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.078024121879661
27 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0834613901894737
28 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0740283020962963
29 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0770588569943396
30 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0752974126
1 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0814601245102041
2 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.081722759787234
3 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0767821706959184
4 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0896868623333333
5 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0804835026255319
6 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.1034663296875
7 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0700923379574468
8 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0816865423421053
9 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0869843203007143
10 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0800757751736842
11 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.087799857473913
12 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0555163862173913
13 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0748717494851064
14 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.131024140333333
15 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0667364972857143
16 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0936907688021277
17 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0650199793913043
18 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0754338853690909
19 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0711818132820513
20 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0747168838222222
21 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0794199634888889
22 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.108795600372222
23 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0686317579814815
24 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0773157442672727
25 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0993378312637931
26 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.07881440032
27 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.072220889
28 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0901259863282609
29 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0711986424770833
30 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0995922190675806
1 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0675470073396226
2 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0689318037708333
3 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.087695384740678
4 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.07889526075
5 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0769116043191489
6 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0677308073705882
7 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0871020614117647
8 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.113980198073171
9 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0583380432485714
10 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0968832363914894
11 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0857708446611111
12 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0717801846019231
13 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0774048183454545
14 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0690340981722222
15 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0799019105604167
16 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0547965968823529
17 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0849372110770833
18 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.077560687137931
19 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.08503556050075
20 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0731750986921569
21 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.096599241512766
22 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0526155993880952
23 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.094195115254902
24 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0848342943050847
25 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0717344775846154
26 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0693085021672727
27 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0813460692
28 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0942934445686275
29 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.076736782944898
30 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.0713551174923077
1 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.9794048358
2 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.953539951458333
3 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.954745968548387
4 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.97907284
5 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.960114147307692
6 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.967066097368421
7 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.968669098653846
8 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.978227785
9 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.9723394644
10 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.985442063448276
11 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.969588266666667
12 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.963586632666667
13 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.970603114193548
14 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.973600005882353
15 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.951015360833333
16 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.967969297428571
17 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.978483316760563
18 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.967162540307692
19 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.950486590963855
20 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.975179730294118
21 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.977381528888889
22 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.972406823055556
23 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.966528613055556
24 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.973862496111111
25 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.971012769178082
26 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.981902455657895
27 "LAYING" "NA" "NA" "Time" "Accelerometer" "SD" "Gravity" "X" -0.946884186486487
